,,HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),PureSVD+CB,PureSVD+CB,PureSVD+CB
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,,,,
4,750,1624.0,0.039603960396,0.014163355111,1703.0,0.032531824611,0.0130929929728,1806.0,0.032531824611,0.0136363126109,1604.0,0.041018387553,0.0159863945578
4,1000,1956.0,0.038189533239,0.0175877281606,2040.0,0.031117397454,0.0136408028558,2148.0,0.02828854314,0.0123150580364,1917.0,0.04243281471,0.0183246896118
4,1250,2273.0,0.031117397454,0.0131637143306,2397.0,0.026874115983,0.010415123145,2468.0,0.026874115983,0.00922127927078,2224.0,0.039603960396,0.0136604476774
4,1500,2593.0,0.026874115983,0.0107395433421,2660.0,0.025459688826,0.00876944837341,2745.0,0.021216407355,0.00736063402259,2570.0,0.031117397454,0.0132933701533
4,1750,2834.0,0.024045261669,0.00875766148043,2859.0,0.018387553041,0.00792079207921,2870.0,0.01414427157,0.00620383466918,2798.0,0.024045261669,0.00808356345839
4,2000,2907.0,0.018387553041,0.00638625086998,2884.0,0.015558698727,0.00512112435733,2907.0,0.011315417256,0.00451606385128,2895.0,0.021216407355,0.00603264408073
4,2500,2917.0,0.01414427157,0.00355346759166,2882.0,0.011315417256,0.0032688983184,2868.0,0.011315417256,0.0033474776049,2914.0,0.011315417256,0.00325486630296
5,1,20.0,0.0240793201133,0.0057084401277,20.0,0.0184135977337,0.00604343720491,20.0,0.0184135977337,0.00609402401187,20.0,0.0198300283286,0.00525203471379
5,5,223.0,0.042492917847,0.0185816583479,222.0,0.0396600566572,0.0147201987499,207.0,0.0354107648725,0.0130502720446,227.0,0.0439093484419,0.0173158640227
5,10,325.0,0.0509915014164,0.0172658392913,311.0,0.0453257790368,0.015767345654,300.0,0.0410764872521,0.0159483340078,342.0,0.0509915014164,0.0163839426233
5,15,456.0,0.0467422096317,0.0153165609964,418.0,0.0481586402266,0.014037276856,384.0,0.0509915014164,0.0137511803588,470.0,0.0453257790368,0.016044448941
5,20,515.0,0.042492917847,0.0158713296461,495.0,0.0396600566572,0.0141069742345,465.0,0.0382436260623,0.0149113044651,540.0,0.0410764872521,0.0146690498674
5,30,588.0,0.042492917847,0.0150467646927,578.0,0.0467422096317,0.0153564683664,590.0,0.0481586402266,0.0157825216961,597.0,0.0410764872521,0.0142030891677
5,50,689.0,0.0453257790368,0.0177520347138,703.0,0.0453257790368,0.0149652637259,729.0,0.0439093484419,0.014864090112,703.0,0.0453257790368,0.0194753586043
5,75,762.0,0.0509915014164,0.0213718017896,758.0,0.0396600566572,0.0158595260578,830.0,0.0382436260623,0.0109098880345,783.0,0.0467422096317,0.021071091326
5,100,808.0,0.0524079320113,0.0201779531454,839.0,0.0481586402266,0.0152665362651,878.0,0.0396600566572,0.0140221008139,820.0,0.0495750708215,0.0212768110077
5,125,846.0,0.0524079320113,0.0182455371195,846.0,0.0481586402266,0.0176452403435,939.0,0.0382436260623,0.0138613471829,837.0,0.0524079320113,0.019002652997
5,150,873.0,0.0453257790368,0.0179549440173,923.0,0.0368271954674,0.0156611133594,982.0,0.0382436260623,0.0151805386933,886.0,0.0453257790368,0.0169566976932
5,200,910.0,0.0580736543909,0.019491096722,959.0,0.0467422096317,0.0184641845407,1057.0,0.0467422096317,0.0168448446423,905.0,0.0481586402266,0.0193646297046
5,300,1032.0,0.0509915014164,0.0195518008903,1070.0,0.0495750708215,0.0188902378704,1202.0,0.0509915014164,0.020872116552,1014.0,0.0538243626062,0.0229945141418
5,500,1262.0,0.0439093484419,0.0191611583255,1384.0,0.042492917847,0.0180769144296,1519.0,0.0382436260623,0.0154104276271,1239.0,0.0467422096317,0.0217000539593
5,750,1629.0,0.042492917847,0.0180611763119,1733.0,0.0410764872521,0.0181988848419,1859.0,0.0368271954674,0.016217568236,1586.0,0.0410764872521,0.0183247897837
5,1000,1961.0,0.0382436260623,0.0142171410585,2045.0,0.0325779036827,0.0132807230541,2148.0,0.0297450424929,0.0120233598633,1913.0,0.0410764872521,0.0150995998021
5,1250,2246.0,0.0410764872521,0.0129676469266,2341.0,0.0396600566572,0.0124971896218,2414.0,0.0382436260623,0.0139883762759,2217.0,0.0396600566572,0.0136994694006
5,1500,2528.0,0.0410764872521,0.0143520392104,2610.0,0.0396600566572,0.0144874994379,2674.0,0.0368271954674,0.0141300193354,2499.0,0.042492917847,0.0140670668645
5,1750,2744.0,0.0396600566572,0.0154132380053,2783.0,0.0382436260623,0.0165362651198,2842.0,0.0368271954674,0.0146645532623,2743.0,0.0410764872521,0.0144290435721
5,2000,2908.0,0.0325779036827,0.0139237375781,2893.0,0.0311614730878,0.013005305994,2912.0,0.0311614730878,0.0118148298035,2890.0,0.0325779036827,0.0123240703269
5,2500,2902.0,0.0254957507082,0.00840977561941,2912.0,0.0254957507082,0.00835075767795,2899.0,0.0269121813031,0.00761500067449,2898.0,0.0269121813031,0.00860088133459
