,,HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),PureSVD,PureSVD,PureSVD
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,,,,
4,3200,596.0,0.0,0.0,649.0,0.00082850041425,9.20556015834e-05,536.0,0.0107705053853,0.00615851974593,591.0,0.0,0.0
5,1,82.0,0.0838174273859,0.027695778173,80.0,0.0796680497925,0.0277955608246,79.0,0.0813278008299,0.0279088454192,82.0,0.0871369294606,0.027918395574
5,5,241.0,0.146887966805,0.0567634854772,242.0,0.145228215768,0.0545909899229,239.0,0.144398340249,0.053240466311,243.0,0.142738589212,0.0574451689389
5,10,348.0,0.16265560166,0.067304221827,345.0,0.155186721992,0.0630823947836,344.0,0.154356846473,0.0623516432853,349.0,0.161825726141,0.0673187117171
5,15,388.0,0.177593360996,0.0726101560956,397.0,0.174273858921,0.0699924257393,390.0,0.165145228216,0.069706909043,389.0,0.177593360996,0.0716152934203
5,20,446.0,0.190871369295,0.0753191068959,443.0,0.183402489627,0.0732203780544,441.0,0.185062240664,0.0739866956464,445.0,0.190041493776,0.075823289205
5,30,492.0,0.193360995851,0.078711717052,493.0,0.188381742739,0.0777659224132,485.0,0.182572614108,0.0729200421524,492.0,0.204149377593,0.0776365013502
5,50,576.0,0.214107883817,0.0855812421788,567.0,0.207468879668,0.0817368109069,555.0,0.192531120332,0.0749535664888,578.0,0.214937759336,0.0862253836528
5,75,634.0,0.190871369295,0.0751396298492,624.0,0.196680497925,0.0785763683067,623.0,0.193360995851,0.0776075215702,633.0,0.186721991701,0.078298425871
5,100,696.0,0.185062240664,0.0737700059277,681.0,0.185892116183,0.0740973457156,674.0,0.180082987552,0.0701972600935,692.0,0.182572614108,0.072703023118
5,125,745.0,0.182572614108,0.0755891457551,738.0,0.178423236515,0.0710913521702,720.0,0.177593360996,0.06730323388,745.0,0.182572614108,0.071152604887
5,150,807.0,0.169294605809,0.0696690377396,792.0,0.177593360996,0.07260982678,773.0,0.165975103734,0.066150628993,788.0,0.165145228216,0.0691404860699
5,200,877.0,0.149377593361,0.0624270565764,870.0,0.151867219917,0.0660518342883,840.0,0.16265560166,0.0666116709478,873.0,0.144398340249,0.06071461503
5,300,1012.0,0.114522821577,0.0447428044523,1008.0,0.132780082988,0.0536129223474,983.0,0.146887966805,0.0592422446157,1004.0,0.112033195021,0.0439455311862
5,500,1255.0,0.0647302904564,0.0275409998024,1289.0,0.0730290456432,0.0300668510834,1242.0,0.101244813278,0.0401982480406,1238.0,0.0630705394191,0.0266044260028
5,750,1435.0,0.0464730290456,0.0186254363433,1503.0,0.0514522821577,0.0220634920635,1500.0,0.0688796680498,0.0288589211618,1413.0,0.0473029045643,0.0183560561154
5,1000,1556.0,0.0340248962656,0.0151587301587,1670.0,0.0373443983402,0.0173407758677,1662.0,0.055601659751,0.0264058486465,1549.0,0.0307053941909,0.0138954752025
5,1250,1631.0,0.0199170124481,0.0095458736745,1791.0,0.0224066390041,0.0101195415926,1833.0,0.0414937759336,0.0203530264111,1619.0,0.0199170124481,0.00974148718962
5,1500,1649.0,0.0107883817427,0.00509780675756,1824.0,0.0107883817427,0.00541724296911,1863.0,0.0298755186722,0.0164117763288,1632.0,0.00995850622407,0.00470723835869
5,1750,1613.0,0.00746887966805,0.0028433115985,1820.0,0.00995850622407,0.00473029045643,1837.0,0.0282157676349,0.017447144833,1609.0,0.00580912863071,0.00267733649476
5,2000,1544.0,0.00497925311203,0.00244220509781,1698.0,0.00663900414938,0.00357636830666,1729.0,0.0282157676349,0.0162896002108,1534.0,0.00414937759336,0.00232365145228
5,2500,1349.0,0.000829875518672,0.000414937759336,1453.0,0.00248962655602,0.000774550484094,1424.0,0.0248962655602,0.0160165975104,1353.0,0.000829875518672,0.000414937759336
5,3000,854.0,0.0,0.0,924.0,0.0,0.0,818.0,0.0257261410788,0.0156820127774,852.0,0.0,0.0
5,3200,590.0,0.0,0.0,631.0,0.0,0.0,527.0,0.0199170124481,0.00937956925509,589.0,0.0,0.0
